# Identification List of Lines in Stellar Spectra (2951 A - 1.32 um)
 3960.763   CrI         68                 5.     
 3960.895   FeII        212                3.     
 3960.914   CeII        84               125.     
 3960.997   CoI         128                6.     
 3961.147   FeI         361                2.      
 3961.503   MoII        4                 15.     
 3961.523   AlI         1                 10.            
 3961.55    S III       8                  2.     
 3961.59    O III       17                 8.            
 3962.03    LaII                          10.      
 3962.12    NiI         199                3.      
 3962.19    CrI         68                 3.     
 3962.353   FeI         566                2.      
 3962.42    FeI   P  P  560                        
 3962.445   PrII        28                40.     
 3962.65    FeI   P  P  913                        
 3962.851   TiI         12                35.     
 3962.995   SmII                         200.     
 3963.04    LaII                           5.      
 3963.108   FeI         562                6.      
 3963.114   NdII        39                60.     
 3963.13    O II        43                 0.     
 3963.13    S II        45                 2.     
 3963.354   TiI         81                 0.      
 3963.43    FeI   P  P  654                        
 3963.626   V I                            4.     
 3963.628   OsI         3                500.     
 3963.690   CrI         38               100.     
 3964.09    FeII  P  P  29        
 3964.11    FeIII                          5.     
 3964.261   PrII        33                40.     
 3964.269   TiI         12                35.     
 3964.35    CrII  P  P  10        
 3964.522   FeI         361                3.     
 3964.57    FeII  P  P  29        
 3964.64    CrII  P  P  10        
 3964.727   HeI         5                  4.            
 3964.825   PrII        8                250.     
 3964.90    EuII        10                60.     
 3964.96    HfII        54                15.     
 3965.011   CoI         31                 1.     
 3965.236   CoI         30                 2.     
 3965.263   PrII        8                150.     
 3965.446   FeI         658                1.      
 3965.511   FeI         565                1.      
 3965.83    FeI   P  P  122                        
 3966.045   SmII        24               150.     
 3966.066   FeI         45                10.     
 3966.37    PtI         4                  6.     
 3966.43    FeII  P  P  3        
 3966.532   FeI         562,652,766        1.      
